125:1,6,2,6,8,8,5,9,8,5,5,4,7,4,5,3,1,9,5,4,2,6,7,6,3,7,9,5,2,3
126:6,2,8,2,4,1,4,9,7,3,6,5,6,5,6,1,7,3,2,5,8,7,7,1,3,9,9,4,6,8
127:2,5,4,1,9,7,6,3,3,4,2,6,4,9,7,1,6,9,6,9,2,4,4,5,7,4,2,5,4,4
128:4,1,8,1,4,2,3,2,7,9,8,5,5,4,1,2,5,2,8,3,8,6,3,5,4,3,2,2,9,4
129:2,5,4,9,1,9,4,5,4,8,9,6,3,9,9,9,9,5,2,4,3,6,7,9,1,1,5,3,8,8
130:6,9,9,6,4,2,3,1,6,8,9,3,6,8,1,4,8,8,5,1,7,2,7,1,6,3,1,1,9,8
131:1,9,3,1,7,3,7,8,8,1,1,7,2,4,1,7,9,6,1,7,1,2,5,9,1,7,3,9,3,4
132:6,4,9,9,1,2,5,3,8,9,2,6,5,4,3,2,5,5,9,1,8,8,2,7,7,4,4,4,5,2
133:9,8,6,2,9,8,2,2,5,5,8,9,6,8,2,9,4,5,7,4,9,9,6,1,6,4,2,4,3,9
134:6,9,6,6,2,1,1,1,1,4,4,4,1,5,9,3,1,3,7,6,1,7,5,6,3,1,2,8,7,1
135:7,9,9,2,1,7,4,5,6,3,1,8,2,4,2,7,5,5,2,2,1,5,1,5,7,6,3,7,1,8
136:1,7,9,5,3,6,6,3,3,3,9,5,8,8,3,1,4,7,1,4,5,5,8,9,6,9,6,9,7,6
137:8,4,4,4,3,2,7,6,8,4,2,5,3,9,1,2,5,9,5,6,1,9,5,6,2,5,5,4,7,3
138:3,6,4,2,5,7,9,4,2,9,1,1,1,9,9,9,7,1,9,3,2,6,5,3,2,2,1,8,1,2
139:6,8,9,7,2,2,4,8,3,9,3,5,5,3,5,8,1,7,7,5,6,2,9,3,7,2,1,8,6,1
140:5,3,2,9,8,3,2,6,9,8,5,8,6,7,4,1,1,7,4,8,4,9,6,6,4,5,7,4,3,2
141:5,4,5,4,2,5,2,4,6,3,1,4,7,8,7,9,6,7,9,3,8,1,2,1,4,2,9,6,2,6
142:2,5,4,9,1,9,4,5,4,8,9,6,2,9,9,9,9,5,2,4,3,6,7,9,1,1,5,3,8,2
143:9,8,5,6,1,5,2,2,7,2,4,6,1,2,9,3,1,2,8,7,6,4,8,2,2,3,2,1,5,2
144:3,1,9,3,3,8,2,1,4,4,1,6,7,3,9,3,3,5,2,5,7,7,6,5,2,2,5,1,8,1
145:6,7,6,5,8,3,3,8,9,2,7,2,2,9,8,6,8,1,9,1,9,4,2,8,6,3,5,2,6,7
146:9,9,4,8,8,7,5,5,4,4,9,1,7,5,9,8,9,7,9,1,8,1,2,1,5,9,6,6,6,7
147:9,9,2,1,8,3,6,6,9,6,3,3,9,5,5,4,9,1,4,8,3,3,8,7,1,4,1,2,4,1
148:9,5,4,2,4,3,1,6,7,1,1,6,4,2,1,7,9,9,4,9,5,9,8,8,2,6,1,4,7,5
149:5,9,5,1,2,1,2,3,7,2,5,5,4,3,2,9,7,4,8,2,3,6,8,6,4,1,7,8,1,1
150:3,3,2,5,4,4,2,4,9,3,1,9,2,8,5,2,4,5,2,2,3,2,7,5,8,9,5,6,2,1
151:5,7,8,4,3,8,8,2,9,5,1,3,6,5,2,6,8,4,5,2,6,5,5,4,8,4,1,3,5,3
152:4,6,6,4,7,4,9,2,6,1,6,8,9,9,6,6,1,9,7,6,6,3,8,2,3,9,5,2,8,1
153:5,9,4,7,5,7,2,9,5,9,2,9,9,6,2,5,7,8,9,8,2,2,9,6,5,2,9,6,2,5
154:5,3,3,8,1,6,1,1,7,7,5,5,6,6,6,1,1,8,5,4,2,6,5,2,3,9,6,7,9,8
155:5,8,4,8,4,2,5,2,4,3,5,5,1,3,9,8,4,8,4,9,9,2,7,5,8,4,7,5,7,1
156:8,6,5,3,2,5,7,4,4,2,2,8,8,3,9,9,3,1,5,7,2,1,2,3,4,2,1,7,3,8
157:1,9,6,5,7,2,3,7,1,1,9,7,2,2,6,4,4,2,2,2,8,2,8,4,4,6,8,1,7,5
158:3,3,2,3,2,9,4,6,6,2,3,5,3,3,8,4,1,2,8,5,8,7,3,8,4,4,2,5,5,1
159:2,8,7,2,5,4,2,7,3,1,4,3,6,4,4,3,6,5,5,9,1,8,6,6,3,2,1,3,4,1
160:3,7,9,3,6,1,1,3,6,6,8,7,9,8,4,5,8,7,1,3,3,8,4,8,5,4,9,4,7,6
161:1,6,7,4,8,7,9,4,9,5,6,6,5,4,4,5,7,7,8,7,2,2,2,4,7,6,3,2,4,4
162:2,5,7,5,2,1,3,2,8,6,5,8,2,4,8,1,4,6,8,6,2,2,3,2,7,5,9,5,6,3
163:3,9,1,4,7,3,4,1,7,2,8,9,3,6,9,5,2,7,1,1,2,6,3,6,9,5,4,8,9,4
164:8,2,1,1,4,5,5,8,8,7,7,6,4,6,6,8,6,5,4,3,1,1,9,5,6,1,9,8,3,3
165:5,9,6,2,7,3,5,6,1,3,1,7,1,9,4,7,7,3,5,8,5,3,8,8,9,6,5,1,4,8
166:6,6,1,9,3,8,4,1,4,7,3,8,4,3,5,6,3,6,1,6,2,3,1,2,8,5,9,9,8,3
167:9,6,7,8,4,6,3,3,1,2,9,7,3,9,8,1,9,7,2,3,1,5,5,7,5,9,9,5,6,1
168:6,4,9,9,1,2,5,3,8,9,2,6,5,4,3,2,5,5,9,1,4,8,2,7,7,4,4,4,5,9
169:8,7,9,7,6,3,2,3,1,1,9,3,8,5,9,3,6,9,9,9,8,8,6,6,3,9,6,6,9,9
170:6,4,9,9,1,2,5,3,8,9,2,6,5,4,3,2,5,5,9,1,8,8,2,7,7,4,4,4,5,9
171:6,2,2,5,3,7,1,8,3,6,2,7,7,5,5,5,6,8,3,2,4,6,8,2,6,5,9,7,4,2
172:5,5,9,4,3,8,3,8,7,6,9,2,5,8,5,6,4,9,5,2,3,3,6,3,1,8,6,5,1,7
173:2,5,4,1,9,7,6,3,3,3,2,6,4,9,7,1,6,9,6,9,2,4,4,5,7,4,2,5,4,3
174:6,7,3,5,9,2,2,7,8,5,6,4,3,8,5,5,3,7,6,7,1,5,6,1,3,3,6,2,9,5
175:3,8,7,6,6,9,2,4,6,3,9,6,8,4,2,2,9,4,7,4,4,1,2,9,3,8,1,7,7,9
176:1,7,8,7,6,4,7,6,9,9,3,2,2,4,2,4,6,1,6,9,4,3,8,5,5,5,1,3,6,6
177:8,9,5,1,3,6,3,8,1,5,4,8,8,4,3,7,7,4,8,6,8,6,3,9,6,2,1,9,8,1
178:9,9,9,1,7,2,7,5,9,3,3,8,1,3,3,9,2,9,8,7,4,1,2,1,4,2,2,1,8,2
179:9,2,1,8,2,1,1,9,1,6,1,7,4,5,1,4,7,4,7,4,5,1,7,2,6,9,9,6,2,9
180:2,5,4,9,1,9,4,5,4,8,9,6,3,9,9,9,9,5,2,4,3,6,7,9,1,1,5,3,8,2
181:1,9,8,3,3,6,7,5,4,7,7,8,9,5,1,2,6,8,5,2,6,9,3,7,3,9,7,4,8,8
182:2,9,4,7,9,9,2,6,6,5,9,3,9,1,8,5,6,8,2,7,2,9,9,3,8,6,2,6,1,1
183:8,1,7,1,7,5,1,5,9,2,7,4,8,8,7,4,7,8,3,1,5,4,5,3,7,5,3,1,2,1
184:6,1,9,8,2,1,1,8,6,6,2,5,3,4,6,9,5,4,8,1,9,5,3,1,2,3,7,4,9,3
185:3,2,8,4,8,2,8,7,8,9,6,2,3,4,7,3,1,5,8,9,1,2,7,9,2,3,4,8,2,1
186:1,8,9,2,4,2,1,7,7,6,7,6,9,1,1,2,4,6,2,2,6,9,8,5,9,8,1,6,9,9
187:2,2,7,4,2,7,5,4,1,2,6,9,2,9,1,7,2,2,5,9,5,8,6,8,2,2,8,2,6,9
188:9,3,6,7,2,3,1,6,8,9,4,7,5,2,6,6,5,3,7,3,3,1,5,6,2,7,6,6,3,4
189:4,4,1,8,2,1,3,3,9,5,6,1,7,6,7,2,2,3,1,9,4,7,1,4,6,9,8,1,7,4
190:6,4,3,2,6,6,8,2,2,9,2,4,6,1,9,5,1,2,6,9,1,2,1,6,2,2,6,3,2,6
191:8,5,6,5,3,2,6,4,2,7,4,6,3,4,3,5,5,9,7,1,9,9,4,6,6,2,4,9,4,9
192:2,7,6,2,2,4,5,3,2,2,6,9,9,3,7,3,9,4,3,3,7,6,1,9,7,2,3,7,4,7
193:5,9,9,3,8,6,3,1,7,7,8,4,9,8,8,1,5,3,8,7,4,2,5,7,6,3,1,6,1,1
194:8,8,1,1,4,5,5,8,8,7,7,6,4,6,6,8,6,5,4,3,1,1,9,5,6,1,9,8,3,3
195:3,2,3,6,7,8,5,9,7,7,8,8,5,7,3,7,9,7,3,3,4,8,9,1,3,1,3,3,1,8
196:8,8,3,1,3,7,3,5,4,1,2,4,8,8,8,7,7,2,1,4,2,1,6,1,6,7,6,8,2,7
197:3,3,2,5,4,4,2,4,9,3,1,9,2,8,5,2,4,5,2,2,3,2,7,5,8,4,5,6,2,1
198:5,4,5,1,3,9,4,6,7,8,1,7,6,5,1,8,8,7,1,6,7,8,3,1,3,6,4,4,3,8
199:8,7,3,6,3,9,6,2,5,8,7,8,7,5,8,6,7,8,6,1,1,5,1,8,2,2,4,5,9,9
200:8,9,5,1,3,6,3,8,1,5,4,8,8,4,3,7,7,4,8,6,8,6,3,9,6,2,1,9,8,3
201:3,8,3,6,6,9,2,4,6,3,9,6,8,4,2,2,9,4,7,4,4,1,2,9,3,8,1,7,7,9
202:7,1,1,5,1,3,3,6,5,2,4,8,8,8,9,6,2,8,9,8,5,6,7,5,2,7,9,7,8,6
203:4,1,3,5,8,8,6,8,9,6,4,1,3,2,1,1,1,3,6,8,9,1,5,6,9,9,8,6,3,7
204:1,2,7,9,1,3,2,5,9,8,8,2,5,2,1,4,3,7,7,1,8,8,3,3,4,7,5,4,9,7
205:7,6,8,5,8,3,2,8,4,8,4,7,2,7,7,3,2,5,9,6,2,3,9,3,8,3,8,7,9,5
206:9,1,6,6,6,1,5,4,8,1,1,6,7,3,7,1,4,9,6,9,9,3,1,9,5,9,8,5,8,1
207:7,2,1,7,5,4,7,7,8,3,1,7,6,5,1,4,9,3,3,4,4,7,9,3,1,6,2,6,7,4
208:6,9,5,8,9,1,9,7,2,6,7,2,6,1,8,4,8,6,1,1,7,5,9,7,4,9,4,1,3,9
209:5,1,7,9,6,7,2,1,1,3,1,6,6,3,1,3,6,3,2,4,2,1,5,4,9,7,6,3,3,2
210:6,6,7,1,4,9,8,8,4,9,1,1,3,9,4,8,2,3,3,7,3,2,6,3,5,5,4,9,4,8
211:9,1,7,3,5,7,1,3,5,3,3,1,6,6,9,5,6,8,8,9,7,4,6,4,5,7,4,9,4,1
212:7,2,7,6,6,7,3,8,7,6,2,3,6,3,4,3,4,3,1,1,8,3,1,9,6,6,2,1,4,5
213:5,3,1,7,9,8,5,2,8,9,6,9,8,4,4,1,5,3,9,7,6,1,9,2,7,9,6,5,9,7
214:5,3,5,2,4,7,5,9,1,3,5,2,4,3,9,6,5,9,5,6,1,9,2,8,3,4,3,3,9,5
215:3,3,2,3,2,9,4,6,6,2,3,5,3,3,8,5,1,2,8,5,8,7,3,8,4,4,2,5,5,7
216:6,7,7,9,2,6,9,2,9,8,7,3,6,1,2,1,9,8,2,3,4,5,7,9,8,1,3,1,8,5
217:3,4,6,6,8,4,9,9,3,4,2,5,2,8,8,2,4,9,8,2,4,2,9,6,8,2,2,7,8,7
218:1,4,8,1,5,7,3,6,6,4,9,1,1,4,1,7,7,6,2,1,5,9,6,6,3,8,3,8,6,7
219:6,7,7,9,2,6,9,2,9,8,7,3,6,1,2,1,9,8,2,3,4,5,7,9,8,2,3,1,8,5
220:5,6,5,5,4,8,4,6,9,7,9,7,9,6,4,6,2,3,1,8,1,7,1,7,7,9,5,5,2,4
221:9,3,5,6,8,4,5,2,2,3,7,6,8,7,9,3,8,9,3,8,5,8,8,3,4,7,3,9,1,2
222:2,1,2,4,3,6,6,3,7,2,3,4,9,6,2,6,3,8,3,1,7,7,8,7,3,1,9,5,6,4
223:1,7,1,9,2,3,8,8,4,4,6,6,9,3,7,1,9,9,8,8,1,9,8,9,5,5,9,3,4,8
224:9,1,1,3,1,7,2,4,9,7,5,9,7,4,8,7,6,6,8,6,5,5,4,4,8,9,2,7,7,7
225:6,4,7,9,7,1,7,9,1,1,5,3,8,1,3,8,3,3,9,7,9,9,2,8,8,3,9,2,8,6
226:9,9,9,1,7,2,7,5,9,3,3,8,1,3,3,9,2,9,8,7,4,1,2,1,4,2,2,1,8,9
227:6,4,7,8,8,3,7,4,4,4,1,3,5,2,3,6,8,9,7,7,7,8,3,9,5,1,9,2,7,5
228:3,7,2,3,6,3,6,5,5,1,2,4,4,7,3,6,2,7,2,3,3,6,2,2,2,5,4,3,6,2
229:8,2,2,1,6,5,4,6,1,6,9,6,9,3,6,4,6,5,7,6,6,8,1,4,7,4,3,3,4,1
230:9,9,4,8,8,7,5,3,4,4,9,1,7,5,9,8,9,7,9,1,8,1,2,1,5,9,6,6,6,7
231:3,1,7,8,5,4,3,7,4,9,3,4,3,7,3,8,9,9,8,3,2,7,6,2,2,1,5,5,7,3
232:7,6,8,1,8,8,8,1,9,9,5,8,8,4,2,9,3,4,4,2,1,8,2,3,4,5,2,4,7,6
233:2,1,2,4,3,6,6,3,7,2,3,4,9,6,2,6,3,8,3,1,7,7,8,7,3,1,9,5,6,1
234:5,5,1,6,3,4,6,5,6,2,8,2,2,9,2,4,7,9,8,6,9,4,8,9,6,7,7,5,9,2
235:8,7,3,6,3,9,6,2,5,8,7,8,7,5,8,6,7,8,6,1,1,5,1,8,2,2,4,5,9,9
236:5,9,1,4,5,5,2,5,7,2,6,4,1,1,7,1,8,3,9,1,3,2,2,4,1,4,7,6,2,7
237:8,1,3,8,5,5,7,7,7,3,6,4,7,3,2,3,4,1,7,1,2,4,1,8,4,5,5,3,4,4
238:1,4,8,1,5,7,3,6,6,4,9,1,1,4,1,7,7,6,2,1,5,9,6,6,3,8,3,8,6,7
239:3,7,4,5,5,4,6,8,7,8,5,8,9,3,5,5,2,4,5,5,9,3,7,6,1,7,6,6,6,6
240:9,6,4,9,4,8,4,6,1,8,5,9,4,4,7,3,8,9,4,9,7,6,5,3,4,2,2,2,9,4
241:1,1,2,5,7,7,1,4,2,6,9,2,3,5,2,9,7,5,9,2,3,1,7,5,6,2,5,7,5,1
242:9,7,8,7,1,3,4,2,8,2,6,5,3,5,4,6,5,4,8,3,1,4,8,2,3,9,8,2,2,4
243:3,4,4,3,2,8,8,4,5,7,4,4,1,6,1,9,9,8,5,8,7,1,6,9,8,2,8,1,5,5
244:5,3,2,9,8,3,2,6,9,8,5,8,6,7,4,1,1,7,4,8,4,9,6,6,4,5,7,4,3,8
245:2,9,7,3,2,1,2,9,4,5,5,1,4,3,8,4,6,9,1,7,5,5,1,8,8,1,3,2,6,6
246:6,4,3,5,1,9,8,9,1,5,7,6,2,9,7,8,8,3,4,3,4,7,5,6,3,7,6,8,4,2
247:4,2,3,4,8,6,8,6,9,1,9,4,3,6,7,2,1,4,7,6,1,5,3,5,5,3,2,4,3,4
248:8,7,2,6,1,9,6,4,1,6,7,3,5,5,2,3,6,4,6,6,6,6,9,9,8,4,2,8,1,5
249:1,3,6,9,1,3,4,7,9,2,5,5,5,3,7,9,1,8,1,9,7,1,9,7,7,3,7,5,1,4
250:5,7,3,9,4,7,3,1,5,1,3,6,4,8,3,3,2,5,5,6,7,7,1,9,6,5,2,6,3,7
251:8,9,5,1,3,6,3,8,1,5,2,8,8,4,3,7,7,4,8,6,8,6,3,9,6,2,1,9,8,3
252:7,7,8,8,7,5,2,9,8,4,6,5,6,9,4,5,9,2,5,7,4,1,8,5,1,9,5,9,6,7
253:1,4,7,6,8,2,8,8,5,9,8,7,4,2,2,8,4,5,5,2,8,3,3,2,1,8,2,8,5,9
254:3,1,9,3,9,1,4,3,9,4,1,8,1,5,5,2,7,6,2,5,7,5,9,2,5,7,2,2,3,1
255:8,3,2,2,6,5,4,4,3,6,9,4,8,9,4,9,9,8,9,1,8,1,6,4,8,8,7,4,2,8
256:3,7,2,7,7,1,1,6,4,2,3,8,2,5,9,8,9,2,4,7,7,1,8,1,1,4,6,6,6,5
257:6,8,6,8,9,9,2,3,4,1,8,4,4,3,3,7,8,5,7,2,5,5,6,6,1,2,9,7,9,8
258:7,8,8,4,1,3,9,7,2,8,6,7,2,1,6,2,7,8,4,2,6,1,6,1,1,7,1,8,1,2
259:5,4,3,7,2,5,9,1,9,4,1,6,1,6,9,6,7,2,9,6,3,6,9,6,7,4,5,9,7,4
260:1,9,6,8,8,1,9,3,3,8,3,3,1,5,2,6,4,2,5,3,4,2,2,2,7,2,8,9,8,6
261:5,6,2,6,6,4,6,5,6,4,6,6,6,2,9,9,1,8,9,7,7,6,9,6,3,6,8,2,8,9
262:1,7,9,5,3,6,6,3,3,3,9,5,8,8,7,1,4,7,1,4,5,5,8,9,6,9,6,9,7,9
263:6,2,5,9,1,6,6,2,5,9,5,5,4,6,7,1,7,5,4,5,5,1,6,6,5,5,2,5,8,1
264:6,6,7,1,4,9,8,8,4,9,1,1,3,4,4,8,2,3,3,7,3,2,6,3,5,5,4,9,4,8
265:2,1,5,1,5,1,7,4,8,1,9,1,9,7,4,5,2,1,8,4,8,5,7,1,9,1,7,9,7,1
266:1,1,1,8,8,2,9,9,9,6,8,2,4,4,6,6,9,1,9,7,7,9,7,9,2,9,7,8,8,5
267:4,9,7,2,9,6,9,3,1,5,6,7,7,9,5,1,3,1,5,9,6,3,5,9,8,9,3,5,2,2
268:4,9,7,7,5,8,2,1,7,2,6,1,9,5,7,5,7,3,7,2,1,2,1,5,9,2,7,5,9,3
269:7,3,6,5,3,6,7,8,4,9,9,2,1,1,6,3,1,6,4,5,9,1,9,1,6,7,9,6,1,1
270:2,8,7,6,2,8,5,4,3,9,4,1,3,5,6,5,2,2,2,2,3,4,8,4,6,6,5,9,1,8
271:4,7,8,8,1,7,1,9,7,6,8,3,5,6,5,5,5,4,6,6,2,5,4,7,2,9,4,4,3,3
272:7,9,7,9,5,6,4,8,5,8,9,1,8,3,4,9,7,2,9,9,1,3,7,3,3,6,9,8,7,3
273:9,7,5,9,6,3,3,3,5,4,1,5,2,5,8,7,1,4,2,2,3,9,9,2,8,9,9,6,5,2
274:4,1,6,4,1,9,2,6,7,8,7,1,3,7,1,1,4,6,8,3,2,3,3,6,6,4,3,9,4,8
275:2,8,4,3,1,2,9,9,8,1,9,1,8,9,1,1,3,8,9,3,7,6,9,1,1,7,5,2,6,1
276:6,3,7,1,9,3,8,5,8,7,7,5,9,7,2,1,6,6,1,9,4,4,3,3,8,4,7,2,7,4
277:9,6,6,4,2,8,5,3,4,9,4,7,5,3,7,5,3,2,3,6,3,6,9,6,4,6,7,3,6,1
278:6,2,4,6,4,5,3,3,2,7,7,3,3,5,4,7,1,2,8,9,3,2,4,9,1,9,4,7,1,7
279:5,7,8,7,6,4,7,6,9,9,3,2,2,4,2,4,6,1,6,9,4,3,8,5,5,5,1,3,6,6
280:7,3,9,5,3,5,7,4,4,6,8,9,6,2,6,4,2,7,5,6,6,7,6,8,4,5,4,2,4,2
281:1,5,9,1,2,2,5,4,8,2,7,2,5,9,6,4,3,4,2,9,6,1,7,3,1,6,5,2,4,8
282:7,1,6,5,2,7,8,2,4,5,4,4,5,9,2,9,4,4,7,3,1,3,6,3,1,6,9,3,2,3
283:5,5,9,4,3,8,3,8,7,6,9,2,5,8,5,6,4,9,5,2,3,3,6,3,1,8,6,5,1,5
284:1,7,4,3,5,4,9,8,7,8,8,6,8,8,3,4,8,6,5,5,6,1,6,8,4,9,4,1,7,4
285:8,3,2,2,6,5,4,4,3,6,9,4,8,9,4,9,9,8,9,1,8,1,6,4,8,8,7,4,2,7
286:2,4,7,1,7,2,8,8,8,4,8,9,2,4,3,8,2,1,9,1,3,2,1,8,6,4,8,1,7,7
287:6,3,8,2,6,1,7,7,7,6,9,7,4,1,4,4,3,4,9,9,6,5,2,9,1,9,1,9,8,9
288:2,1,7,2,1,9,1,8,4,2,4,7,7,9,4,8,4,7,9,9,6,9,8,6,5,8,4,9,6,9
289:8,6,7,7,4,9,7,1,7,9,5,4,9,5,7,1,5,9,9,8,7,3,1,8,6,1,5,2,8,8
290:5,9,6,1,4,8,4,8,8,8,6,3,4,2,5,2,3,8,3,5,3,3,1,2,8,9,4,2,3,1
291:4,4,3,1,5,2,2,9,8,7,1,6,7,6,5,5,1,9,2,5,4,5,6,3,6,2,5,7,8,6
292:1,6,1,9,6,3,9,9,8,3,9,9,7,3,9,1,4,3,4,9,9,2,1,9,4,1,4,7,8,2
293:4,1,8,1,4,2,3,2,7,9,8,5,5,4,1,2,5,2,8,3,8,6,3,2,4,3,2,2,9,4
294:3,5,9,9,5,1,8,6,2,8,6,4,8,4,8,8,7,8,3,4,8,6,6,3,9,7,6,5,7,4
295:1,5,9,1,4,1,3,2,8,3,2,9,1,1,3,1,3,4,7,8,9,4,7,9,8,9,3,4,9,4
296:8,8,3,1,3,7,3,5,4,1,2,4,8,8,8,7,7,2,1,4,2,1,6,1,6,7,6,8,2,4
297:6,2,8,9,1,9,9,1,8,4,8,7,6,7,6,1,5,8,7,4,6,2,1,9,2,1,1,8,5,1
298:1,1,7,6,1,1,6,1,4,4,4,2,7,9,5,4,6,3,7,2,9,6,1,5,5,7,9,6,8,7
299:7,1,6,5,2,7,8,2,4,5,4,4,5,9,2,9,4,4,7,3,1,3,6,8,1,6,9,3,2,3
300:2,6,2,4,3,6,8,4,4,5,3,9,2,4,6,3,1,8,4,7,6,6,5,4,8,9,8,5,8,8
301:6,5,2,2,2,2,2,1,8,5,7,9,1,4,9,7,6,5,9,9,5,7,3,2,8,2,9,1,9,8
302:6,6,7,1,4,9,8,8,4,9,1,1,3,4,4,8,2,3,3,7,3,2,6,3,5,5,4,9,4,6
303:6,1,6,6,1,3,4,5,9,4,3,4,3,4,4,5,2,5,8,6,5,8,3,5,4,2,4,1,9,2
304:1,3,6,7,9,1,3,5,8,4,5,7,6,5,2,2,4,2,9,9,2,8,4,1,5,8,9,7,7,5
305:1,7,8,4,4,3,3,4,8,5,3,2,7,1,1,6,2,4,2,5,1,7,6,9,5,2,3,3,6,4
306:3,7,2,7,7,1,1,6,4,2,3,8,2,5,9,8,9,2,4,7,7,1,8,1,1,4,6,6,6,4
307:3,5,6,2,1,5,3,8,6,4,9,9,7,1,2,1,3,5,7,1,5,4,9,6,3,8,4,2,7,4
308:1,9,3,7,7,3,7,8,8,1,1,7,2,4,1,7,9,6,1,7,1,2,5,9,1,7,3,9,3,4
309:2,1,8,1,5,9,9,5,4,3,9,2,8,2,3,1,5,8,6,2,8,6,1,3,6,4,1,7,8,6
310:9,7,4,3,5,4,9,8,7,8,8,6,8,8,3,4,8,6,5,5,6,1,6,8,4,9,4,1,7,6
311:6,4,1,6,2,9,4,8,1,5,4,8,9,9,1,9,6,5,3,9,9,9,1,8,7,8,3,3,6,1
312:5,5,1,1,1,6,8,7,8,1,5,8,8,1,5,9,8,4,2,8,5,6,9,2,2,7,3,6,9,8
313:2,3,6,7,3,6,9,2,2,3,2,3,6,1,7,3,2,3,3,2,7,2,4,3,1,2,7,6,1,8
314:8,3,2,2,6,5,4,4,3,6,9,4,8,9,4,9,9,8,9,1,8,1,6,4,8,1,7,4,2,7
315:7,7,3,4,1,3,4,8,7,6,7,9,8,6,7,1,9,1,4,2,7,4,5,8,2,1,7,8,3,1
316:2,4,4,5,2,6,7,9,8,8,2,1,9,9,5,8,7,2,8,5,5,8,2,8,7,4,1,2,9,8
317:7,9,3,7,9,4,5,2,7,7,2,1,7,4,6,4,4,4,4,2,9,9,9,3,8,5,8,3,3,8
318:5,7,1,2,4,9,3,4,6,3,1,1,3,6,2,6,8,3,1,1,4,7,8,1,7,6,8,8,1,6
319:2,4,4,5,2,6,7,9,8,8,2,1,9,9,5,8,7,2,8,5,5,8,2,8,7,4,1,2,9,4
320:5,5,1,4,8,8,1,3,4,9,1,7,6,9,8,7,3,5,6,6,3,1,8,8,1,4,6,5,5,3
321:3,1,8,8,7,7,8,4,7,2,7,5,1,9,8,2,2,3,8,2,1,8,2,3,7,3,2,6,2,3
322:1,1,1,3,3,2,1,3,9,7,9,6,6,5,6,8,1,6,4,4,6,7,6,1,8,5,8,4,7,5
323:8,7,8,9,8,8,9,6,1,2,9,7,7,7,6,3,9,6,5,2,9,8,6,4,7,3,2,6,2,9
324:3,3,5,2,8,6,8,8,8,4,8,2,4,9,5,3,4,4,1,5,7,6,2,8,9,6,3,3,6,8
325:8,2,6,3,8,1,5,7,7,5,9,1,2,6,8,8,6,1,9,7,4,8,7,2,6,2,9,9,9,5
326:9,3,1,1,5,1,6,3,5,6,4,1,5,8,9,4,8,1,9,4,2,6,4,1,4,6,8,8,1,1
327:1,9,4,7,5,4,1,8,3,7,8,3,3,4,1,8,3,1,5,4,4,6,6,2,9,4,7,3,4,1
328:1,5,1,9,5,3,5,6,6,6,6,3,4,6,7,4,2,4,6,7,9,9,1,7,7,2,5,3,7,6
329:5,3,5,2,4,7,5,9,1,3,5,2,4,3,9,6,5,9,5,6,6,9,2,8,3,4,3,3,9,5
330:5,5,9,8,8,1,8,1,3,8,1,1,7,3,6,4,9,4,9,3,9,7,7,4,5,5,3,7,9,2
331:5,9,6,1,4,8,4,8,8,8,6,3,4,2,5,2,3,8,3,5,3,3,1,2,8,9,4,2,3,9
332:8,7,1,8,5,7,8,2,3,4,7,4,6,9,6,4,8,7,1,7,3,3,5,7,4,3,9,4,1,6
333:5,8,6,3,4,1,9,3,4,8,3,6,1,2,6,3,4,8,4,6,5,3,6,7,5,7,7,5,8,5
334:2,2,5,9,5,1,3,3,2,7,9,3,6,1,9,7,5,8,4,4,4,4,2,2,2,9,3,3,6,6
335:7,7,4,9,4,3,9,5,2,4,7,3,6,7,5,6,9,3,2,4,5,1,2,3,8,1,6,8,8,2
336:6,8,9,7,2,2,4,8,3,9,3,5,5,3,5,8,1,7,7,5,6,2,9,3,7,2,1,8,6,6
337:1,6,7,7,2,1,6,5,8,8,3,3,5,3,8,2,4,6,2,1,8,6,4,3,9,2,5,9,6,6
338:1,7,4,3,5,4,9,8,7,8,8,6,8,8,3,4,8,6,5,5,6,1,6,8,4,9,4,1,7,6
339:3,8,1,5,3,7,9,2,5,8,8,3,5,6,3,4,5,7,1,8,2,3,7,5,7,1,5,9,3,2
340:6,2,3,7,1,8,3,4,1,3,9,5,7,8,6,7,4,1,9,5,4,8,1,6,8,2,8,9,6,9
341:4,4,7,7,9,2,2,2,7,3,1,3,7,9,7,8,1,3,6,3,5,6,5,6,1,8,1,5,9,2
342:1,7,8,4,4,3,3,1,8,5,3,2,7,1,1,6,2,4,2,5,1,7,6,9,5,2,3,3,6,4
343:4,2,3,4,8,6,8,6,9,1,9,4,3,6,7,4,1,4,7,6,1,5,3,5,5,3,2,4,3,4
344:2,1,8,4,8,2,6,3,1,6,2,8,3,6,4,5,6,3,7,7,8,5,1,9,1,5,7,9,7,7
345:9,7,8,7,4,3,4,2,8,2,6,5,3,5,4,6,5,4,8,3,1,4,8,2,3,9,8,2,2,4
346:2,4,7,2,7,9,4,5,1,5,1,3,4,8,6,7,6,8,8,2,7,3,3,1,1,3,3,6,2,9
347:7,3,6,5,3,6,7,8,4,9,9,2,1,1,6,3,1,6,4,5,9,1,9,1,6,7,9,6,1,3
348:2,6,6,2,2,4,5,3,2,2,6,9,9,3,7,3,9,4,3,3,7,6,1,9,7,2,3,7,4,7
349:9,9,2,1,8,3,6,6,9,6,3,3,9,5,5,4,9,1,4,8,3,3,8,7,1,4,1,2,4,1
